"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL2110171"	""	"None"	"461.51"	"0"	"4.93"	"2b"	"CC(C)c1c(CCC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+]"	"IC50"	"'<'"	"0.01"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL692725"	"Inhibition of cellular HMG-CoA reductase in cultures of hepatic cells (HEP G2, a human hepatoma cell line)"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124968"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL1568"	"FLUDARABINE"	"None"	"285.24"	"0"	"-1.84"	"FLUDARABINE"	"Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL71"	"CHLORPROMAZINE"	"4.0"	"318.87"	"0"	"4.89"	"CHLORPROMAZINE"	"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1430"	"PENICILLAMINE"	"4.0"	"149.21"	"0"	"0.11"	"PENICILLAMINE"	"CC(C)(S)[C@@H](N)C(=O)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL12"	"DIAZEPAM"	"4.0"	"284.75"	"0"	"3.15"	"DIAZEPAM"	"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL2107797"	"NORGESTREL"	"4.0"	"312.45"	"0"	"3.88"	"NORGESTREL"	"C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL502896"	"CETRAXATE HYDROCHLORIDE"	"-1.0"	"341.83"	"0"	"2.37"	"CETRAXATE"	"Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1400945"	"PREGNENOLONE CARBONITRILE "	"None"	"341.50"	"0"	"4.26"	"PREGNENOLONE-16ALPHA-CARBONITRILE"	"CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL457299"	"MACROGOL"	"4.0"	"62.07"	"0"	"-1.03"	"ETHYLENE GLYCOL"	"OCCO"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL76904"	"TYRPHOSTIN 23"	"None"	"186.17"	"0"	"1.53"	"TYRPHOSTIN A23"	"N#CC(C#N)=Cc1ccc(O)c(O)c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1148"	"TORSEMIDE"	"4.0"	"348.43"	"0"	"2.53"	"TORSEMIDE"	"Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL80"	"NALOXONE"	"4.0"	"327.38"	"0"	"1.30"	"NALOXONE"	"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL16073"	"PHENACETIN"	"4.0"	"179.22"	"0"	"2.04"	"PHENACETIN"	"CCOc1ccc(NC(C)=O)cc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL511"	"PYRILAMINE"	"4.0"	"285.39"	"0"	"2.66"	"PYRILAMINE"	"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1161652"	""	"None"	"457.48"	"0"	"3.62"	"4"	"CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O"	"IC50"	"'='"	"8.04"	"nM"	"8.10"	""	""	"UO_0000065"	"17.69"	"0.34"	"4.47"	"8.19"	"0"	"CHEMBL832902"	"Inhibitory concentration against 3-hydroxy-3-methylglutaryl-CoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144315"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL19224"	"PAPAVERINE"	"4.0"	"339.39"	"0"	"3.86"	"PAPAVERINE"	"COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL728"	"PROCHLORPERAZINE"	"4.0"	"373.95"	"0"	"4.58"	"PROCHLORPERAZINE"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL24342"	""	"None"	"539.58"	"2"	"5.32"	"2a-12"	"Cc1nn(Cc2ccccc2)c2nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c3ccc(F)cc3)c12.[Na+]"	"Relative potency"	"'='"	"17.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690065"	"In vitro HMG-CoA reductase inhibitory activity required to inhibit cellular steroidgenesis in Hep G2 cells (human hepatoma cell line) with pravastatin as reference compound"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134061"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3307718"	""	""
"CHEMBL631"	"PROPAFENONE"	"4.0"	"341.45"	"0"	"3.24"	"PROPAFENONE"	"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1062"	"HYDROXYPROGESTERONE"	"2.0"	"330.47"	"0"	"3.84"	"HYDROXYPROGESTERONE"	"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL27"	"PROPRANOLOL"	"4.0"	"259.35"	"0"	"2.58"	"PROPRANOLOL"	"CC(C)NCC(O)COc1cccc2ccccc12"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL108545"	"METHYL SALICYLATE"	"4.0"	"152.15"	"0"	"1.18"	"METHYL SALICYLATE"	"COC(=O)c1ccccc1O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL461727"	"AMYGDALIN"	"None"	"457.43"	"2"	"-3.11"	"AMYGDALIN(D)"	"N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1297"	"FENOPROFEN"	"4.0"	"242.27"	"0"	"3.67"	"FENOPROFEN"	"CC(C(=O)O)c1cccc(Oc2ccccc2)c1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL459"	"METHYLDOPA"	"4.0"	"211.22"	"0"	"0.44"	"METHYLDOPA"	"C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1752"	"DYPHYLLINE"	"4.0"	"254.25"	"0"	"-2.21"	"DYPHYLLINE"	"Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL3318042"	""	"None"	"469.44"	"0"	"4.87"	"9f"	"CC(C)n1c(/C=C/[C@@H](O)C(F)(F)[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]"	"IC50"	"'='"	"8.892"	"nM"	"8.05"	""	""	"UO_0000065"	"17.99"	"0.34"	"3.18"	"9.74"	"0"	"CHEMBL3368594"	"Inhibition of HMG-CoA reductase (unknown origin)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352697"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"None"	""	""
"CHEMBL1165099"	""	"None"	"580.57"	"2"	"-2.53"	"GF(4-fluro)PEGG"	"NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)NCC(=O)O"	"IC50"	"'='"	"750.0"	"nM"	"6.12"	""	""	"UO_0000065"	"10.55"	"0.20"	"8.65"	"2.58"	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1163149"	""	"None"	"741.80"	"2"	"-1.70"	"GFGYVAE"	"CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O"	"IC50"	"'='"	"270.0"	"nM"	"6.57"	""	""	"UO_0000065"	"8.85"	"0.17"	"8.27"	"2.22"	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1163804"	""	"None"	"799.84"	"3"	"-1.86"	"DFGYVAE"	"CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O"	"IC50"	"'='"	"160.0"	"nM"	"6.80"	""	""	"UO_0000065"	"8.50"	"0.16"	"8.66"	"2.04"	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1163150"	""	"None"	"813.86"	"3"	"-1.46"	"EFGYVAE"	"CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O"	"IC50"	"'='"	"240.0"	"nM"	"6.62"	""	""	"UO_0000065"	"8.13"	"0.16"	"8.08"	"1.99"	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1163153"	""	"None"	"727.77"	"2"	"-2.09"	"DFGYVAG"	"CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)O"	"IC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1164546"	""	"None"	"552.56"	"2"	"-3.01"	"GF(4-fluro)PTGG"	"C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CN)C(=O)NCC(=O)NCC(=O)O"	"Ki"	"'='"	"260.0"	"nM"	"6.58"	""	""	"UO_0000065"	"11.92"	"0.23"	"9.60"	"2.99"	"0"	"CHEMBL1166356"	"Competitive inhibition of HMG-CoA reductase by Dixon plot analysis"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL2347009"	""	"None"	"496.56"	"0"	"1.82"	"15, rosuva-HA"	"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)NO"	"IC50"	"'='"	"43.7"	"nM"	"7.36"	""	""	"UO_0000065"	"14.82"	"0.30"	"5.54"	"4.81"	"1"	"CHEMBL2351479"	"Inhibition of recombinant HMG-CoA reductase (unknown origin) after 10 mins by spectrophotometric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2346500"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL1493"	"FLAVOXATE"	"4.0"	"391.47"	"0"	"4.41"	"FLAVOXATE"	"Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
